"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","Gene_name"
"FBgn0033382",0.0266014359024074,-0.175392620406082,2.00776361333319,-0.00132265585705227,1,NA,"FBgn0033382","Hydr1"
"FBgn0050342",0.0996433755144909,-0.117350323826905,0.739835324811752,-0.00112293422228049,1,NA,"FBgn0050342","Prp38"
"FBgn0050344",0.339781121390515,0.0989257356881451,0.322094233472546,0.319755055759515,0.571754884651916,NA,"FBgn0050344","CG30344"
"FBgn0050345",0.000978244106551756,-0.165859515974431,6.46292049861925,-0.000329651464923586,1,NA,"FBgn0050345","CG30345"
"FBgn0033389",0,NA,NA,NA,NA,NA,"FBgn0033389","Rad51D"
"FBgn0050343",0.0123031996638358,-0.178937352022564,4.01032733910162,0.000856051023674809,0.976658544841023,NA,"FBgn0050343","Tsen15"
"FBgn0033401",0.0670762834866274,-0.0906745771836321,1.06602915064836,-0.021365522294218,1,NA,"FBgn0033401","Cog6"
"FBgn0028408",0,NA,NA,NA,NA,NA,"FBgn0028408","Drep2"
"FBgn0033402",0.38885543546246,-0.508874518425563,0.296273459375109,2.81913743719429,0.0931464469208934,0.466718191455108,"FBgn0033402","Myd88"
"FBgn0026326",0.0311425360160662,-0.10060680915013,1.74426562323531,-0.0121771362926779,1,NA,"FBgn0026326","Mad1"
"FBgn0033400",0.0911450061349522,-0.168939893778384,0.849513243190238,0.00154348716193908,0.968661380426387,NA,"FBgn0033400","CG2063"
"FBgn0020621",0.143191134153283,0.0182823864392943,0.592059257172347,0.0126421366524028,0.910476716179067,NA,"FBgn0020621","Pkn"
"FBgn0033392",0.00398908578740018,-0.251876918750966,6.46291998245803,0.00178230724989703,0.966325406959412,NA,"FBgn0033392","CG8027"
"FBgn0015477",0.176600424390605,-0.160881393209964,0.454655307025855,0.00681059522639771,0.934228181030065,NA,"FBgn0015477","Rme-8"
"FBgn0033388",0.0583680694412685,-0.339393763365695,1.05490016884534,0.0906278028545557,0.763380546394746,NA,"FBgn0033388","CG8046"
"FBgn0033387",0.0226126819860223,-0.246358312992261,2.5892914631966,0.00845951558051183,0.92671740597778,NA,"FBgn0033387","CG8008"
"FBgn0027561",0.105978658631061,-0.191638580281583,0.734286586752614,0.0379389598077751,0.845565760071289,NA,"FBgn0027561","CG18659"
"FBgn0033379",0.0573133958997498,-0.297739202719496,1.22622928804858,0.0787775342037094,0.778960944466487,NA,"FBgn0033379","Mys45A"
"FBgn0033377",0.305795108698614,-0.263574035281937,0.311570596558653,0.598887344891864,0.439002869576306,NA,"FBgn0033377","Pgm2a"
"FBgn0033375",0.0377670114546372,-0.210524903145746,1.59417541662092,0.0172451649638674,0.895521500754248,NA,"FBgn0033375","CG8078"
"FBgn0033373",0.217235717399189,-0.226036437503759,0.389185980238229,0.201480454213879,0.653528510445779,NA,"FBgn0033373","CG8080"
"FBgn0033372",0.00296097067287473,-0.192970981583664,6.46292026937396,-3.047637935083e-05,1,NA,"FBgn0033372","CG13742"
"FBgn0050350",0.00182145379804202,-0.172923473346067,6.46292027335524,-0.000140858546842537,1,NA,"FBgn0050350","CG30350"
"FBgn0011286",0.00169708123059888,-0.172064063971534,6.46292044648203,-0.000380878815967378,1,NA,"FBgn0011286","RyR"
"FBgn0021825",0.168625757377141,0.3739158795061,0.490216174932054,1.68403842478324,0.194388703972965,NA,"FBgn0021825","DCTN2-p50"
"FBgn0033339",0.419183270193651,-0.532351343312756,0.289897411090385,2.93117296626338,0.0868843459823368,0.466718191455108,"FBgn0033339","Sec31"
"FBgn0033340",0.966495749087752,-0.14726830249946,0.197763583027725,0.524212396730036,0.469050303897151,0.819385221144227,"FBgn0033340","CG13751"
